row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGIp7_3_Run156.mzML Peak area,NEG_TJGIp7_2_Run141.mzML Peak area,NEG_TJGIp7_1_Run17.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,Unnamed: 19
140,215.1289210331762,3.7294762,,,,,,,,,,,158736.62,162292.69,170433.9,185289.88,131205.22,78154.22,
955,215.16507189189002,5.4374156,,,,,,,,,,,209504.11,191841.14,748736.8,314507.6,288988.25,104791.57,
15,217.04829938969917,0.36755323,,,,50.0,,,,,,,3715705.5,5132063.0,6370046.5,4934647.0,3881819.2,5146228.0,
18,218.0257434927183,0.3698907,,,,50.0,,,,,,,428506.22,471167.84,519104.25,385633.7,491827.62,571703.9,
389,221.0817605481764,4.585089,,,,,,,,,,,1294882.0,1451923.0,1138827.8,3794575.8,240561.0,267837.1,
553,221.08185234863282,4.8364177,,,,,,,,,,,0.0,0.0,3573.8389,0.0,1625566.2,3014292.2,
701,221.0970965001967,5.0623510000000005,,,,18.0,,,,,,,1280955.6,1213639.4,1182129.0,1043430.3,1231933.1,1333202.8,
186,225.11331402519488,4.045726999999999,,,,95.0,,,,,,,774979.0,742940.8,769469.5,858813.4,593534.3,314786.84,
16,227.0771555764603,0.3675786,,,,50.0,,,,,,,857096.6,3999168.0,1625693.6,3838706.0,502324.94,725372.0,
234,227.1288171068973,4.1900306,,,,118.0,,,,,,,210443.8,164177.7,167117.55,206631.67,155849.16,60364.883,
264,227.12890881509017,4.3363004,,,,9.0,,,,,,,2511739.5,2647868.5,2929761.5,3145000.8,2511251.0,3767329.2,
157,227.12898876623126,3.8352519999999997,,,,,,,,,,,41661.56,42204.26,36187.11,50772.61,32926.812000000005,7573.177,
97,227.12901618713929,3.1851387000000004,,,,,,,,,,,181693.89,193533.22,215780.84,246772.6,206373.4,178045.78,
130,227.12901339315974,3.542869,,,,,,,,,,,84119.94,47461.285,51183.21,139364.0,29444.299,0.0,
398,227.96641644280064,4.6198463,,,,142.0,,,,,,,2391786.8,2468611.2,2423319.5,2352065.5,2357581.2,2179038.5,
38,228.0546461414665,0.3920336,,,,50.0,,,,,,,1482116.9,1605058.8,1634915.5,1367279.1,462791.5,537111.25,
122,228.1030882181207,3.4781367999999997,,,,,,,,,,,179305.78,184535.11,228962.67,201817.73,253779.19,522694.94,
184,228.1604774347813,4.032773000000001,,,,67.0,,,,,,,334784.34,406644.44,191736.39,182900.69,235933.95,561243.9,
1109,229.18073694062164,5.820920500000001,,,,,,,,,,,244151.4,196020.77,303100.25,158848.25,260138.69,353478.03,
397,229.96427072869687,4.618969,,,,142.0,,,,,,,2309351.2,2402522.2,2362621.5,2284568.0,2303394.8,2134467.2,
2617,231.9315561019177,10.207229,,,,,,,,,,,323767.38,171970.84,331106.44,83084.11,629341.25,710297.4,
2648,231.9316046722216,10.347928,,,,,,,,,,,150575.48,155719.17,214499.45,156874.62,981355.25,979590.94,
172,236.09623019000992,3.9527997999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,2110227.2,3429346.5,
155,236.09624875679341,3.8002013999999997,,,,,,,,,,,2589477.8,2939752.5,2612495.0,3751886.5,0.0,11244.371000000001,
124,237.076943105971,3.5215644999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,105927.47,411952.44,
1995,239.05959009839637,7.7180995999999995,,,,,,,,,,,645453.56,563945.75,600724.94,590567.25,607638.25,575617.9,
2422,239.05965502636727,8.673235,,,,,,,,,,,38794.066,20573.295,28300.426,35766.64,54323.645,22159.1,
1617,239.05967573500882,7.2156262,,,,123.0,,,,,,,500466.2,551030.56,583391.06,396830.4,395723.56,361840.44,
1194,239.0673300622297,6.030769,,,,131.0,,,,,,,496596.66,529966.7,358734.2,370095.3,265897.25,279001.1,
772,239.12874936040632,5.197428700000001,,,,55.0,,,,,,,324011.12,261945.05,243873.42,283240.1,306907.72,238877.12,
842,239.12879247327308,5.277591,,,,21.0,,,,,,,790533.2,745630.94,683359.75,753751.06,704160.06,478490.25,
270,242.17617192469586,4.353811,,,,74.0,,,,,,,2126931.8,2106428.0,1298993.4,1164902.6,2574158.2,2828104.2,
444,243.06942791797482,4.691003,,,,,,,,,,,0.0,0.0,0.0,0.0,619520.4,622024.5,
22,244.06722380139882,0.37142405,,,,50.0,,,,,,,1441464.1,1809654.4,1928423.6,1860368.9,1371945.5,1530618.4,
21,245.04468372900232,0.3698907,,,,50.0,,,,,,,1348161.2,1382799.0,1299170.2,1193058.9,1396893.0,1382043.4,
113,245.0455669009508,3.3825705000000004,,,,,,,,,,,29190.623,23235.484,37641.7,40761.4,40157.31,30733.21,
176,245.04556929296268,3.982918,,,,,,,,,,,242211.9,221514.36,316875.2,272333.1,304397.47,241149.53,
99,245.09321835469927,3.2037838,,,,,,,,,,,2654307.2,2527735.5,2585811.5,2804478.8,2469075.0,1894369.5,
237,247.06108821449257,4.198939,,,,,,,,,,,67930.11,99787.82,45083.027,129473.0,148734.78,333806.22,
6,248.96037778284904,0.32326987,,,,,,,,,,,284991.34,232206.08,205210.4,214796.39,654117.6,699895.94,
2627,248.9604051685152,10.2750025,,,,,,,,,,,28468.11,0.0,0.0,0.0,728271.0,851174.6,
1013,249.14952317801362,5.54336,,,,,,,,,,,104024.19,116121.38,105573.99,105577.83,106201.81,84543.55,
1409,249.14954856454062,6.620773299999999,,,,,,,,,,,2132920.2,1857435.8,2213395.5,2123319.8,1466053.0,1197266.8,
204,252.07323742325545,4.1362114000000005,,,,,,,,,,,1352694.8,1549753.4,1117527.8,2107135.2,0.0,0.0,
262,252.07334667273392,4.298317,,,,,,,,,,,15028.077,0.0,0.0,0.0,593736.75,670902.3,
533,253.14434060023075,4.83584,,,,32.0,,,,,,,649271.75,571446.3,543375.8,637171.7,468947.12,247518.38,
350,258.1708696156484,4.552372,,,,31.0,,,,,,,10827642.0,12038086.0,12729911.0,11738536.0,12113755.0,15246079.0,
105,261.13442799254,3.2743377999999996,,,,146.0,,,,,,,421772.78,395828.06,403855.0,423724.78,398239.5,344645.75,
111,261.1344346454159,3.362415,,,,2.0,,,,,,,3644073.5,3471753.5,3595781.2,3763302.8,3650558.0,3143275.0,
112,262.13771867353887,3.3615074000000003,,,,,,,,,,,468216.28,450566.94,471324.0,483798.53,465077.06,401065.88,
331,263.0923573582232,4.478499,,,,62.0,,,,,,,111790.49,159899.17,95521.48,284843.06,206542.97,643519.44,
277,263.0923674000365,4.404072,,,,,,,,,,,105671.67,82714.56,93311.0,192382.58,121008.49,484221.25,
249,263.09240437948125,4.2645335,,,,108.0,,,,,,,193948.23,315858.25,161433.36,464079.75,360231.34,904496.7,
538,265.14432723635656,4.849044,,,,116.0,,,,,,,1487105.0,1548082.0,1586292.4,1627737.2,1240928.8,777776.6,
1121,265.14778902078217,5.8568316,,,,,,,,,,,30538210.0,35102370.0,15998621.0,329286100.0,0.0,0.0,
2606,265.14780696085455,10.234112,,,,,,,,,,,135838.64,183028.8,170928.97,190453.11,39033.246,46424.52,
1350,265.1478355738365,6.442901,,,,,,,,,,,0.0,0.0,0.0,238681.7,28531786.0,55101220.0,
2638,265.14785506283124,10.304892,,,,,,,,,,,79400.16,102656.83,86561.27,124843.27,41436.543,40872.332,
432,267.1751889147478,4.672028,,,,59.0,,,,,,,362111.53,818527.06,814399.6,299499.16,370757.53,749564.9,
1082,268.1468580431057,5.8079,,,,,,,,,,,6226.3755,72891.4,3425.2197,1842229.6,0.0,0.0,
115,269.10316006332386,3.4146072999999997,,,,77.0,,,,,,,37768.895,50124.723,49151.008,37517.133,18895.771,36412.746,
126,269.10317098512763,3.5308895,,,,17.0,,,,,,,464396.16,589770.7,606811.5,526879.94,258641.3,439501.22,
765,269.1310720331596,5.181959,,,,,,,,,,,0.0,0.0,0.0,0.0,526582.7,589260.56,
236,269.17576662873984,4.204148,,,,,,,,,,,481394.9,581374.4,642078.44,688464.2,369000.8,353756.84,
1184,271.22782502032715,6.0038184999999995,,,,,,,,,,,196572.45,173239.3,165175.27,233493.28,245659.39,222924.34,
1552,271.22790323249484,7.0717683000000005,,,,25.0,,,,,,,4281685.0,3964976.0,3893939.5,4221098.0,2857863.0,2934134.8,
1482,271.2279521075309,6.863453,,,,103.0,,,,,,,558224.6,522123.44,585821.0,737880.25,416770.8,441181.28,
583,272.1866377192651,4.916114299999999,,,,98.0,,,,,,,1531632.2,1673582.0,1857904.4,1598197.6,1833026.8,2293236.0,
433,278.13942013558466,4.672109,,,,59.0,,,,,,,450665.56,669855.4,569269.4,479365.72,461271.72,512464.56,
1319,279.1633539096936,6.350729,,,,,,,,,,,239776.27,402720.16,183867.83,1006907.8,0.0,0.0,
1558,279.1636109793,7.1045940000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,900383.3,2756237.5,
1457,279.1636643324539,6.7778982999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,246092.61,
1494,279.1637146597982,6.917627,,,,,,,,,,,0.0,0.0,0.0,0.0,79690.805,361085.16,
45,280.025871459111,0.38937256,,,,,,,,,,,445711.0,511721.7,554692.44,308019.62,821982.8,633288.06,
156,281.1394905050973,3.8113358,,,,,,,,,,,275508.94,228647.69,286259.34,251173.83,488473.16,241364.34,
2231,283.264148900886,8.138377,,,,,,,,,,,183374.53,43670.83,94303.35,163876.77,293691.78,457938.72,
238,285.0403887637231,4.2237277,,,,,,,,,,,130679.73,99567.46,202993.94,411356.34,91848.805,169213.92,
372,285.11306084973194,4.571911,,,,31.0,,,,,,,892589.3,1054832.1,988179.56,906860.0,671369.75,919747.9,
1031,285.2070769595927,5.5969185999999995,,,,,,,,,,,134513.53,129539.25,147414.42,120825.125,153725.38,133197.69,
1678,285.2434867944453,7.3590984,,,,,,,,,,,368944.5,427110.03,305176.22,337005.56,296272.5,233485.05,
1602,285.24351615478287,7.1605669999999995,,,,,,,,,,,211025.7,190955.4,153665.95,194807.4,146353.06,149306.08,
1492,285.2435579687962,6.9049163,,,,,,,,,,,104520.1,117031.055,128750.836,106823.13,91261.805,95581.21,
850,286.202278178144,5.286528,,,,,,,,,,,1374896.4,1625780.4,1821885.5,1484158.6,1404193.6,2688505.5,
1666,291.20012337015726,7.321126,,,,,,,,,,,0.0,0.0,0.0,0.0,236825.23,339638.28,
1496,291.2001921098057,6.948100999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,378454.44,411114.38,
136,292.119247200476,3.6867301,,,,128.0,,,,,,,428621.88,530174.2,710676.25,633093.6,759137.2,474759.53,
730,293.1757335655326,5.1232038,,,,153.0,,,,,,,1243764.6,1138700.1,1483979.6,1162717.5,1549850.2,1211405.6,
950,293.1757537734963,5.4313827,,,,46.0,,,,,,,219042.47,188110.27,205584.4,174322.0,314960.2,129016.555,
1961,293.1790691806587,7.6826463,,,,,,,,,,,3116.5879999999997,3025.8586,3238.9307,4582.286,14972352.0,22274228.0,
1452,293.17923245030187,6.7841214999999995,,,,,,,,,,,2173179.2,2328686.2,1568948.9,3251033.0,0.0,0.0,
1120,293.2121668330357,5.8452587,,,,71.0,,,,,,,270797.25,356144.7,399856.38,296058.8,362913.1,539912.44,
1424,293.2121878612577,6.672664599999999,,,,159.0,,,,,,,145604.86,151807.38,188948.95,193214.7,132603.66,124713.4,
1278,293.2121967705698,6.229931,,,,,,,,,,,91161.86,150066.48,114278.24,96684.49,233728.17,680815.2,
1317,293.21221300698875,6.360401,,,,47.0,,,,,,,713300.0,873361.94,701037.44,753852.75,934988.3,1346664.2,
1372,293.21222089354166,6.545629,,,,89.0,,,,,,,92162.66,104947.34,84937.39,99993.85,55057.48,63990.32,
797,295.1548597300548,5.237129,,,,78.0,,,,,,,137762.19,423606.3,478506.28,425157.94,331527.78,325806.5,
1264,295.2276764808812,6.169069,,,,27.0,,,,,,,3294949.0,3861156.5,3301594.8,3018458.2,5615526.0,9215766.0,
1160,295.22768374193566,5.943754,,,,,,,,,,,325941.62,395140.22,455761.78,362336.0,291447.06,270689.78,
1401,295.2276908977944,6.599458,,,,102.0,,,,,,,689605.5,788453.6,681299.7,700715.2,806767.75,1219867.5,
1428,295.2276949114776,6.6621203,,,,159.0,,,,,,,677253.75,796050.75,851372.1,835550.7,735407.1,769243.0,
1223,295.2277250341275,6.1074185,,,,19.0,,,,,,,1321709.0,1576767.6,1528730.6,1224651.0,3856321.8,6799276.0,
1480,295.2278117500778,6.856400999999999,,,,,,,,,,,90714.164,109116.555,97472.19,96853.445,49882.977,57121.687999999995,
2630,297.1528191195743,10.242311,,,,,,,,,,,22376.867000000002,41414.586,38957.277,20046.541,118427.71,115640.32,
1378,297.1528441218527,6.5548077000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,869568.56,873771.6,
1425,297.1529836073406,6.673583,,,,,,,,,,,0.0,0.0,0.0,0.0,364441.38,411382.53,
1202,297.1624549052105,6.033499,,,,,,,,,,,0.0,0.0,0.0,0.0,498886.84,664629.2,
1327,297.243319796109,6.4000306,,,,,,,,,,,698719.1,1681613.9,699889.1,658106.3,899208.1,2009624.0,
1347,297.2433374531288,6.440819,,,,141.0,,,,,,,741680.6,756300.56,793826.9,779349.2,843244.7,939935.6,
1725,297.24340296440613,7.4378014000000015,,,,24.0,,,,,,,5534887.5,5794741.5,5239488.5,4154875.0,4110493.8,4625170.5,
1546,297.24340685700815,7.0475655,,,,,,,,,,,82373.25,102090.695,107573.16,148285.77,76847.55,79354.21,
1349,298.246742318072,6.421801,,,,,,,,,,,115860.42,132982.03,114150.32,238340.05,145561.62,177120.3,
1387,299.2590063457307,6.576656,,,,16.0,,,,,,,310051.66,277564.44,229137.34,291986.6,297733.78,366870.2,
1851,299.25901056240536,7.667192,,,,,,,,,,,32286350.0,25894866.0,25238494.0,22701802.0,34647496.0,29207286.0,
1610,299.2590990930356,7.197163000000001,,,,,,,,,,,192845.67,162819.12,160492.05,228571.94,176974.19,241761.14,
1726,300.26235214581277,7.442003,,,,,,,,,,,193227.45,152267.9,169736.11,191349.61,182010.77,232431.89,
217,301.16546591410383,4.1499457,,,,120.0,,,,,,,2839758.8,2675268.8,2738929.0,3055407.5,2427789.8,2080049.9,
189,301.1656620387733,4.077230999999999,,,,,,,,,,,266994.38,246735.03,251046.56,293464.44,253387.55,221667.33,
2662,304.91397537839106,10.587413,,,,104.0,,,,,,,2223399.5,2100352.5,2303228.0,2161308.8,818815.25,830547.56,
2131,307.19469208785284,7.987754,,,,,,,,,,,0.0,0.0,0.0,0.0,111525.17,273740.94,
2171,307.19475383457484,8.123616,,,,,,,,,,,0.0,0.0,0.0,0.0,1286959.4,5033377.0,
1419,307.22779171713404,6.647595,,,,,,,,,,,88644.2,96055.05,127506.09,103047.414,97697.48,104508.09,
1630,307.2278455551398,7.283005999999999,,,,60.0,,,,,,,722518.3,850589.75,839312.56,907231.1,392892.25,294416.88,
1539,307.22785465148223,7.020917999999999,,,,63.0,,,,,,,85692.08,107264.18,137386.5,146028.42,60592.437999999995,53292.015999999996,
1453,307.2278902285251,6.764576400000001,,,,127.0,,,,,,,318275.94,357015.8,423098.4,407823.66,257886.34,198994.19,
1608,309.1743008812915,7.1854887000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,3766526.5,3738192.2,
803,309.20699248646605,5.245437,,,,137.0,,,,,,,808442.94,997990.06,940926.0,780176.6,946620.0,1097926.4,
1083,309.2070520447617,5.751866000000001,,,,35.0,,,,,,,258959.4,308678.9,398146.94,185798.92,342320.78,397382.03,
1145,309.20705824818657,5.916156299999999,,,,,,,,,,,233966.92,252098.89,242309.78,318080.7,226599.52,359446.72,
1199,309.20712005039815,6.0450597,,,,,,,,,,,648237.06,712573.4,782120.44,772768.2,639304.56,617881.56,
1273,311.1685268638668,6.203981400000001,,,,,,,,,,,217353.3,416159.56,225694.9,351521.12,0.0,0.0,
1307,311.16856134029734,6.335537400000001,,,,,,,,,,,1755509.5,1025156.0,762280.75,1389494.6,0.0,0.0,
2295,311.16856345466977,8.166125,,,,4.0,,,,,,,1110022.8,1451327.0,362316.03,1128532.8,573752.25,592764.8,
2631,311.1686133400568,10.24516,,,,,,,,,,,100665.5,126124.89,174407.03,90202.54,461178.5,369760.16,
1631,311.1686571466254,7.31117,,,,,,,,,,,119005.65,181639.42,87718.79,181636.05,1353897.2,1847701.8,
1530,311.16868280683605,6.9809966,,,,,,,,,,,37764.56,52239.992,98516.836,47680.465,4815887.5,744317.4,
1555,311.16868499238063,7.119457700000001,,,,,,,,,,,53904.38,74794.5,110652.61,50507.8,3952197.2,3726084.8,
987,311.18638075757303,5.4878983,,,,121.0,,,,,,,398658.4,149687.95,365878.97,521860.34,494239.25,237027.61,
515,311.22244593930486,4.807506,,,,,,,,,,,231912.33,240028.9,228974.81,218853.89,209714.03,259432.39,
1139,311.2225602029845,5.893186,,,,112.0,,,,,,,198639.78,128500.02,108757.26,136763.47,128904.695,150289.39,
1279,311.2225768021554,6.229941,,,,,,,,,,,21306.952999999998,74565.266,28189.61,25550.486,99202.91,375320.12,
782,311.22264132283755,5.2176337,,,,11.0,,,,,,,276603.84,239486.66,329512.12,262179.2,595968.4,320817.38,
973,311.2226787907711,5.450642,,,,129.0,,,,,,,613536.0,741161.75,667923.06,560276.7,797339.3,823869.3,
1041,311.22269959840764,5.5811152,,,,,,,,,,,516174.06,559990.94,573278.25,556814.44,547541.44,740530.0,
426,313.1806482673518,4.667209,,,,59.0,,,,,,,2420159.0,2743362.2,2690382.5,2472537.0,2283884.5,2432688.0,
687,313.1807626847456,5.044784,,,,18.0,,,,,,,2415322.5,2553850.5,2586186.8,2307353.5,2335419.5,2509003.0,
1867,313.23832373937506,7.676369,,,,96.0,,,,,,,547906.7,394794.7,486443.22,583702.8,682300.3,910112.44,
1001,313.23837054540525,5.519489,,,,57.0,,,,,,,402881.62,438106.25,446206.9,420096.34,458046.8,409819.2,
1362,313.23839828353834,6.5090330000000005,,,,,,,,,,,3843.5566,20138.98,13534.43,18411.373,78896.516,241294.06,
1605,313.2384916721553,7.182026400000001,,,,,,,,,,,1371403.0,1502379.4,1492642.6,1099060.6,457126.4,364015.4,
1137,315.25379331281613,5.8887367,,,,112.0,,,,,,,374995.44,329609.47,320795.0,373619.22,370325.9,384243.66,
1528,315.25394613558063,7.007808,,,,1.0,,,,,,,559461.5,626082.0,534030.06,423748.72,220523.73,181069.72,
1486,315.25401607125167,6.8805466,,,,,,,,,,,191982.98,212202.38,182494.72,151958.31,103055.59,85617.164,
7,316.9476819056425,0.32326987,,,,,,,,,,,231686.4,183372.84,163993.44,167088.12,578090.44,628831.44,
2635,316.94782808837465,10.302502,,,,,,,,,,,0.0,0.0,0.0,0.0,268915.44,362012.94,
158,317.03028641569813,3.8683739,,,,132.0,,,,,,,424457.56,519295.22,976123.56,2473425.8,553892.8,1212668.6,
1956,321.2102675039501,7.6788940000000006,,,,96.0,,,,,,,802329.4,1956552.1,333789.84,1437546.5,0.0,0.0,
2360,321.21029827851885,8.355782000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,504032.56,1396159.0,
1389,321.2198229225095,6.5808353,,,,,,,,,,,974986.75,1156019.6,1162288.1,983098.25,0.0,0.0,
1467,321.22019690043965,6.8061895,,,,,,,,,,,0.0,0.0,0.0,0.0,674222.7,753544.6,
1993,323.1897361320892,7.715742,,,,,,,,,,,0.0,0.0,0.0,0.0,1250327.1,445300.1,
2025,323.1897600791451,7.77442,,,,,,,,,,,0.0,0.0,0.0,0.0,897455.4,4256314.0,
1262,323.2226276681185,6.166421400000001,,,,27.0,,,,,,,1122736.1,1197226.1,1268876.8,1227401.8,1176384.1,1262356.1,
1174,323.22272985189574,5.9748626,,,,30.0,,,,,,,45353.207,72509.59,19902.182,47835.555,137462.39,244254.06,
1456,323.2227781733385,6.7727656000000005,,,,,,,,,,,344828.44,394092.78,422627.7,461380.66,249160.73,183648.69,
1917,325.18414169275337,7.6851144,,,,96.0,,,,,,,361030.16,389662.94,407257.06,455402.5,11431165.0,15926113.0,
2301,325.18414909285144,8.169514999999999,,,,4.0,,,,,,,959014.3,2004064.4,1144613.1,958055.4,802430.7,752337.2,
2098,325.18417166771303,7.841844,,,,,,,,,,,315852.44,264033.16,385651.38,303086.47,2198714.0,1458749.9,
1441,325.184200826088,6.7350520000000005,,,,34.0,,,,,,,2509585.0,3096649.8,2608120.5,3023892.2,0.0,0.0,
1719,325.1842532121438,7.438578,,,,,,,,,,,209436.33,156868.03,272383.22,273674.78,1504462.0,1541652.9,
1728,325.2383400343469,7.4436173,,,,,,,,,,,280539.16,269751.8,317861.6,288377.56,256322.6,459546.25,
351,326.15836206148623,4.553162599999999,,,,31.0,,,,,,,421156.34,466329.38,461567.2,430603.62,344662.7,258577.69,
1955,327.29034341451813,7.6904826,,,,96.0,,,,,,,744561.9,420041.5,540507.3,845494.06,407768.0,594249.75,
2160,327.29034633431974,8.097776,,,,124.0,,,,,,,2011187.9,1216343.2,1385779.1,1326172.0,2270919.5,2184540.8,
1573,327.29048297395667,7.1406407000000005,,,,42.0,,,,,,,4477589.5,3689797.0,4437013.5,4380398.0,5076405.0,4852840.0,
893,329.17570981740045,5.349991,,,,122.0,,,,,,,2239573.8,2454617.0,2406313.5,2222707.5,1770068.0,1958404.4,
196,329.1757256292301,4.1311,,,,79.0,,,,,,,329388.9,371716.88,359623.03,314917.75,258456.22,303099.75,
332,329.2332900579253,4.491253400000001,,,,,,,,,,,815186.94,898295.06,825532.1,991380.75,725326.0,1054207.1,
1220,331.1915196181472,6.0706153,,,,19.0,16.0,[M+H]+,,2.0,1219;1220,330.18437,330512.25,362928.6,330378.56,362976.88,353635.0,356749.8,
1563,331.22784907187696,7.122818,,,,,,,,,,,878657.06,718712.4,736586.44,858757.5,1392163.2,1034441.06,
1102,333.13525806436354,5.8184533,,,,,,,,,,,199379.34,361622.2,190529.92,2774493.5,0.0,0.0,
1461,333.22024545746945,6.791403,,,,61.0,,,,,,,635158.0,563401.8,503505.5,595787.2,621957.6,654800.4,
1583,337.2054024360325,7.153860000000001,,,,,,,,,,,254734.17,536672.75,410003.16,337553.84,0.0,0.0,
2284,337.205423385396,8.144803999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,5889706.5,8499730.0,
1682,337.20545675202567,7.338746,,,,,,,,,,,1257510.1,384674.4,18243.764,917028.94,0.0,0.0,
2300,339.1997263999216,8.167098,,,,4.0,,,,,,,676795.75,849499.3,684132.1,680318.25,7561305.0,8342873.0,
2032,339.1997333379564,7.79237,,,,,,,,,,,115039.97,168744.83,140464.02,21621.09,346562.2,459633.8,
1593,339.19977284699945,7.176736999999999,,,,,,,,,,,813010.7,2576874.2,1915910.4,1815867.5,0.0,0.0,
1651,339.19980829401777,7.2781167,,,,,,,,,,,2082369.4,550575.4,375935.0,891359.94,0.0,0.0,
1714,339.25385789891567,7.415087700000001,,,,,,,,,,,1300101.5,1436561.8,1489050.6,1363021.2,0.0,0.0,
1980,339.2538669213624,7.716855000000001,,,,,,,,,,,3043.5474,0.0,3203.6016,15880.222,2151057.0,2400825.2,
1361,339.25387846627115,6.5088754,,,,88.0,,,,,,,301782.8,332032.5,349142.44,221151.5,312870.4,301708.56,
962,341.17561593724497,5.442373,,,,91.0,,,,,,,7183289.5,7973510.5,7433170.0,6879815.0,5175254.0,5781322.5,
2342,341.26951141950315,8.267377999999999,,,,,,,,,,,521752.78,789033.44,876110.4,609388.75,0.0,0.0,
1172,341.2695621825709,5.971322499999999,,,,30.0,,,,,,,241900.56,183950.16,240416.64,252933.11,157454.25,113225.234,
1481,341.269700695829,6.860735000000001,,,,103.0,,,,,,,72372.3,70282.58,69031.875,68825.836,84629.28,80380.96,
2347,341.3058141347713,8.289235000000001,,,,,,,,,,,125343.21,87570.234,86700.945,90789.99,78279.875,67001.13,
1707,341.3059867684425,7.400417999999999,,,,65.0,,,,,,,677439.25,538802.5,602808.06,596096.6,872105.6,896933.2,
1722,343.2852415123062,7.432156,,,,,,,,,,,1196904.4,1120643.1,1089117.9,995734.94,757155.4,847242.75,
1875,351.18632115080504,7.6779656,,,,96.0,,,,,,,5414541.5,4019168.0,4601993.5,5427794.5,5914333.0,6499237.5,
1280,351.21767392736785,6.231731,,,,,,,,,,,124092.7,113996.12,268772.1,167902.0,692092.6,596470.94,
1238,351.2177083238144,6.109903299999999,,,,107.0,,,,,,,754789.2,843533.5,906254.0,956386.2,15128.146999999999,43374.645,
1943,351.2206414810077,7.6884375,,,,,,,,,,,174280.58,792873.4,583351.8,348329.1,0.0,0.0,
1369,351.22084277783586,6.472672,,,,,,,,,,,390215.12,121884.04,38837.52,222419.02,0.0,0.0,
2370,351.2208630061675,8.378992,,,,,,,,,,,0.0,0.0,0.0,0.0,313291.62,834746.25,
1649,351.22111316538803,7.326834,,,,,,,,,,,0.0,3461.9922,0.0,0.0,584202.3,1030520.7,
1505,351.25415430455774,6.9524729999999995,,,,,,,,,,,332348.22,272806.4,190071.69,207334.38,266284.66,358407.4,
1876,353.18324707728175,7.6779656,,,,96.0,,,,,,,3406337.2,2517941.8,2904603.5,3437166.8,3589287.0,3963729.8,
1443,353.2002310842429,6.678795299999999,,,,,,,,,,,1090244.4,221816.02,0.0,544817.3,0.0,0.0,
1792,353.20042271383835,7.5347247,,,,,,,,,,,0.0,0.0,0.0,0.0,4171754.0,4337166.0,
1872,354.18667770652564,7.677157000000001,,,,96.0,,,,,,,630744.75,451386.4,547417.4,646207.1,695743.06,747078.56,
434,355.15486895636286,4.6745470000000005,,,,59.0,,,,,,,36153490.0,40673396.0,40953456.0,38713836.0,34610480.0,36763590.0,
334,355.15509021317877,4.5020013,,,,,,,,,,,47005.305,114333.73,63373.04,63968.585999999996,46476.645,54789.03,
1934,355.1582025743941,7.688167599999999,,,,96.0,,,,,,,5201303.5,4130843.2,4192962.5,5111527.5,10205763.0,11809183.0,
1868,355.1797059923346,7.676378,,,,96.0,,,,,,,483025.16,352707.4,419114.28,487118.9,479754.88,541999.2,
1832,355.3216416248735,7.656129400000001,,,,96.0,,,,,,,42228096.0,30732324.0,35949660.0,36338572.0,51302584.0,55530056.0,
2397,355.3216910675397,8.470744999999999,,,,82.0,,,,,,,1883328.8,1163539.9,1533996.9,1531153.9,1558677.0,1477914.5,
2677,355.3217195410344,10.822235000000001,,,,,,,,,,,57318.88,42161.77,360252.53,910277.94,75438.5,49290.08,
2664,355.3217479020727,10.615388000000001,,,,,,,,,,,215830.28,37046.766,280981.2,85842.5,10607.165,167629.4,
2697,355.3217514237432,11.023586,,,,,,,,,,,86018.414,1004071.75,79725.43,68007.31,30870.574,30394.467,
2668,355.32175300066245,10.775182000000001,,,,,,,,,,,234622.45,22844.132999999998,585936.7,393822.1,291553.72,527120.3,
2705,355.32185415659933,11.413611999999999,,,,,,,,,,,0.0,49832.098,22737.535,3415.1802,0.0,0.0,
1915,356.16032904921303,7.6850065999999995,,,,96.0,,,,,,,1199801.2,955769.75,999955.3,1167434.6,2400137.0,2741354.5,
1834,356.32495831421096,7.656869400000001,,,,96.0,,,,,,,10143059.0,7252420.5,8597629.0,8655007.0,12285410.0,13248300.0,
381,357.17062374749975,4.5751995999999995,,,,31.0,,,,,,,598490.3,367115.94,363573.34,354547.8,296722.16,345321.5,
813,357.17067527531714,5.2499013,,,,137.0,,,,,,,6914001.5,7698606.5,7677217.0,6991318.5,5042429.5,6041453.0,
307,357.1707118153827,4.448338,,,,62.0,,,,,,,210373.16,236829.55,256085.02,215150.4,170870.61,244572.62,
