row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,POS_D5-227-C4-c_Run319.mzML Peak area,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,POS_D5-227-C4-a_Run313.mzML Peak area,POS_D5-227-C4-b_Run316.mzML Peak area,Unnamed: 19
11,97.96886130591568,0.31832352,,,,27.0,,,,,,,158515.05,188352.1,325817.1,189730.44,367770.44,369891.12,
691,97.99139966106384,10.499595,,,,58.0,,,,,,,9588389.0,9387882.0,8752665.0,9013835.0,8103848.5,8834656.0,
625,98.51208107998436,10.327321000000001,,,,50.0,,,,,,,23580524.0,22928398.0,23646680.0,22551964.0,26339154.0,24974844.0,
676,102.03390520765474,10.470619000000001,,,,58.0,,,,,,,140281650.0,145151520.0,97994720.0,138539550.0,148362620.0,149382800.0,
677,102.53547117370415,10.471492,,,,58.0,,,,,,,12205041.0,12592613.0,8556187.0,11980027.0,12850412.0,12073048.0,
687,104.0302588446348,10.483414,,,,58.0,,,,,,,3615046.0,3703096.5,2453623.0,3202513.0,3774768.8,3734054.5,
139,105.03354975612343,5.6756845,,,,24.0,,,,,,,2467678.5,2597630.5,2609961.8,1846915.0,2034567.6,1991553.8,
629,109.02249532057213,10.331758,,,,50.0,60.0,[M+NH4]+,,2.0,629;614,90.98881,7381046.5,5644671.0,6115394.5,5669208.0,6531312.5,7869827.0,
670,109.52172595859587,10.386314,,,,50.0,,,,,,,5096003.0,5259094.5,4516605.0,4941068.0,4708231.0,4990618.5,
619,110.02011156213075,10.323174,,,,50.0,,,,,,,90465080.0,91335480.0,96353580.0,89302420.0,102965210.0,124395130.0,
622,110.52178696103054,10.324999,,,,50.0,61.0,[M+Na]+,,2.0,622;626,87.53233,6168187.0,7821718.5,7211804.0,6615303.0,7796668.5,9331716.0,
652,111.02022248566645,10.365762,,,,50.0,68.0,[M+NH4]+,,2.0,642;652,92.98662,79394250.0,80734264.0,77069610.0,79155110.0,78772264.0,78553120.0,
692,111.03904990223049,10.500557,,,,58.0,,,,,,,12155978.0,11574239.0,10350148.0,10615713.0,10005923.0,10077844.0,
655,111.51895287275576,10.366633,,,,50.0,,,,,,,2008572.1,2014142.6,1851910.2,1924844.1,1933437.4,1928289.1,
301,111.51901468136093,7.548559,,,,,,,,,,,154800.56,161542.95,486497.28,110816.56,133383.33,52183.95,
653,111.52179524400884,10.365762,,,,50.0,,,,,,,6787262.5,6880642.5,6571350.0,6691522.5,6639408.5,6673338.0,
321,111.52189093809044,7.567439599999999,,,,,,,,,,,796321.94,784079.6,2088896.2,770685.06,963532.06,976060.06,
656,112.01785407506357,10.366634,,,,50.0,,,,,,,31093494.0,31442178.0,30030758.0,30950596.0,30679788.0,30790000.0,
334,112.01795261505475,7.6447635,,,,,,,,,,,3286691.0,3190599.8,4118229.2,2871398.5,4006704.2,9624838.0,
647,112.51959959636729,10.364018,,,,50.0,,,,,,,2206800.8,2212751.0,2162272.2,2166385.2,2199533.2,2213497.5,
660,113.0166102030072,10.370122,,,,50.0,,,,,,,4348225.0,4455318.5,4394876.0,4360230.5,4311856.0,4332504.5,
326,113.01671801929865,7.608441,,,,,,,,,,,211073.23,491958.28,614573.9,464726.38,1156206.8,1149887.6,
302,113.01671808411336,7.558658599999999,,,,,,,,,,,501714.44,482587.4,1343462.2,485964.8,596327.1,600368.06,
627,113.9636119104524,10.329858,,,,50.0,62.0,[M-H2O+K]+,,2.0,637;627,93.01144000000001,7057517.0,7176085.0,8792495.0,8225338.5,8419808.0,7998411.5,
17,113.96380090392628,0.32465294,,,,27.0,,,,,,,2057201.1,2389126.8,2793116.2,1645683.8,1546512.4,2721262.2,
8,113.96380425798536,0.036783602,,,,0.0,,,,,,,2782697.0,2835497.2,2675935.8,2728314.8,2533778.8,2469168.2,
648,114.0165137236212,10.364044999999999,,,,50.0,,,,,,,1105818.0,1113333.8,1082703.8,1043150.6,1111450.9,1090674.9,
666,115.96400973067206,10.375226,,,,50.0,,,,,,,2001137.5,2425267.5,2284065.2,2156360.2,1799583.6,2019932.6,
18,116.97197993472052,0.32465363,,,,27.0,,,,,,,983248.2,930963.44,1086518.5,593772.5,907255.25,805868.94,
141,118.06513804998592,5.6757183,,,,24.0,,,,,,,1088992.5,1140044.9,1137388.1,832281.06,904014.9,874142.44,
179,119.08562235495528,6.0995935999999995,,,,57.0,,,,,,,2233152.8,1468033.6,1112905.9,1330526.4,1243770.2,2028830.0,
41,120.0445141490059,2.83547,,,,35.0,,,,,,,2504766.0,2225040.0,2364892.2,2561646.0,1660799.6,1829577.2,
682,125.98623855099086,10.479409,,,,58.0,,,,,,,21710632.0,22511954.0,26657426.0,23375738.0,20483880.0,19683852.0,
23,128.95085873060611,0.40957859999999996,,,,17.0,,,,,,,2565770.5,2683212.5,2867411.0,2388062.0,2396880.2,2885886.2,
671,130.52169322518685,10.397545,,,,50.0,,,,,,,2255533.8,2290723.8,1860462.9,2379528.2,2067967.8,2135903.5,
644,131.53354187505582,10.362273,,,,50.0,,,,,,,6902001.0,7144073.5,6909080.0,6743107.5,6682500.5,6777911.5,
317,131.53364899599848,7.570907000000001,,,,,,,,,,,2525547.2,2123222.5,3015523.0,1106276.8,1352114.2,3065876.2,
357,131.53365152208298,7.6452065000000005,,,,,,,,,,,311474.3,922825.0,1167926.0,391339.75,2985594.5,1284118.1,
513,136.0216833080414,8.410378999999999,,,,,,,,,,,4750310.0,4705572.0,860858.75,4908357.5,869182.4,863834.6,
30,136.03952500172286,1.7509466,,,,28.0,,,,,,,2152909.8,4251467.5,4439654.5,2348383.2,3820856.0,3167039.8,
27,138.05512673595086,1.6908634999999999,,,,,,,,,,,2189070.2,3493681.5,3146334.0,2169571.0,3120243.8,2824632.5,
40,138.05514064574518,2.8354676,,,,35.0,,,,,,,699165.94,635383.44,682593.4,729429.0,481869.78,526436.25,
621,138.9953865954706,10.3249235,,,,50.0,,,,,,,4422416.5,4454389.5,5374013.5,4209994.0,4999723.5,5849392.5,
689,139.0179481617362,10.492633,,,,58.0,,,,,,,10482867.0,10117550.0,10349606.0,10097925.0,10307796.0,10037791.0,
10,139.9634777340905,0.31832352,,,,27.0,,,,,,,494610.56,429039.34,677665.9,285581.03,701101.9,618609.5,
7,139.96348506403015,0.037687063,,,,0.0,,,,,,,161978.84,416391.4,687221.5,488679.5,649791.1,692459.06,
646,139.98793368612215,10.363142999999999,,,,50.0,69.0,[M+H]+,,2.0,649;646,138.98042,27495566.0,27274766.0,28246808.0,26880322.0,27815394.0,28104204.0,
360,139.98802638065578,7.6757789999999995,,,,39.0,,,,,,,2621079.5,2636980.0,13626846.0,2601592.8,13540035.0,13366471.0,
601,140.06824464379443,10.246932000000001,,,,,,,,,,,560391.5,596098.6,574716.2,659295.6,644287.8,532477.2,
294,140.06833432129113,7.379436500000001,,,,23.0,,,,,,,469224.88,470809.44,534503.94,415988.38,490395.66,459035.34,
421,140.06833956435005,7.854099000000001,,,,8.0,,,,,,,387615.97,402318.38,732552.4,367544.5,464823.97,712615.0,
57,140.06834994965723,3.7192757000000003,,,,,,,,,,,104845.33,104798.42,124868.28,70989.58,119944.78,61316.28,
33,140.0683590231331,2.4199126,,,,,,,,,,,86922.38,86683.18,108542.72,38273.098,74780.56,44762.83,
615,141.9585898612873,10.324048,,,,50.0,,,,,,,1927378.2,1755625.9,2197213.2,1692146.6,1914461.5,2148523.5,
2,141.95878263203932,0.03498051,,,,0.0,,,,,,,8401688.0,10876501.0,10830203.0,11490568.0,11489675.0,10917525.0,
14,141.9587864510942,0.32012729999999995,,,,27.0,,,,,,,14746755.0,5522232.0,12543060.0,8587854.0,9981268.0,9929907.0,
643,141.9833794236678,10.362271,,,,50.0,,,,,,,10441034.0,10472705.0,10783180.0,10362380.0,10668589.0,10799881.0,
362,141.98348691509625,7.662874700000001,,,,,,,,,,,1027737.7,998951.6,5195568.5,956429.9,1340119.9,1303852.1,
319,141.98349915198762,7.592361,,,,,,,,,,,1108738.9,1098856.6,1371125.0,1067497.2,1367451.1,5137172.0,
649,143.95883240793992,10.366659,,,,50.0,69.0,[M-H2O+Na]+,,2.0,649;646,138.98042,358217.84,410504.22,456745.8,365213.0,461721.44,461281.62,
13,143.9591628291876,0.3201332,,,,27.0,,,,,,,490633.8,840383.1,746228.4,283899.4,810648.4,780263.06,
1,143.9592085157212,0.033187125,,,,0.0,,,,,,,91169.72,248489.75,304483.66,221170.83,346117.16,275154.12,
641,143.98092480319306,10.361398,,,,50.0,66.0,[M-H+2Na]+,,2.0,645;641,99.00931,1370583.1,1361345.8,1408117.4,1370528.0,1405479.4,1403878.1,
669,144.9821599844879,10.381224000000001,,,,50.0,,,,,,,3579077.8,3592294.0,3584650.5,2969178.8,3369899.5,3595981.0,
583,144.98224083795833,10.172353,,,,10.0,,,,,,,7507640.0,15264123.0,15579560.0,21425664.0,17434546.0,15635477.0,
703,145.0353290447225,10.949588,,,,70.0,,,,,,,9413920.0,9322635.0,10134002.0,9211714.0,10226519.0,9952339.0,
582,146.98036699831368,10.171108,,,,10.0,,,,,,,3439236.0,3229767.8,7077929.5,9715590.0,7881893.5,6457517.0,
701,147.03095394491757,10.825337,,,,,,,,,,,5764449.0,5763578.5,6094113.5,5561993.0,2359501.8,6127696.5,
156,147.08053080808446,5.8294463,,,,67.0,,,,,,,295731.25,255060.53,189437.56,233216.47,211896.48,261437.25,
182,147.08058051996056,6.101381,,,,57.0,,,,,,,33783200.0,22549684.0,17381220.0,20449328.0,19428432.0,30837292.0,
630,152.99494788765267,10.333359,,,,50.0,,,,,,,1759399.0,1536843.1,1729123.0,1670331.0,1700346.6,1774260.4,
686,154.00499824780147,10.48273,,,,58.0,,,,,,,2515498.2,2517970.5,2397512.0,2444328.2,1616513.4,2553830.5,
29,154.0500128543675,1.7470407,,,,28.0,,,,,,,1008220.44,2011934.6,2103078.5,1111081.8,1803262.9,1489471.2,
628,154.9902405303867,10.330903999999999,,,,50.0,,,,,,,30634700.0,29119792.0,47433080.0,27373912.0,28089674.0,46842680.0,
661,156.99067135288462,10.370994999999999,,,,50.0,,,,,,,7892164.0,7868386.5,7533312.5,7797681.0,7423347.0,7413028.5,
596,158.96413529140412,10.2261,,,,11.0,,,,,,,1906315.6,1869687.1,2531551.2,2624077.2,3127257.2,2448311.2,
664,158.98609361132603,10.372745,,,,50.0,,,,,,,3095836.5,3145120.2,2966977.0,3042893.8,2819157.0,2859590.8,
4,159.96928289314022,0.03588223,,,,0.0,,,,,,,4326045.5,4479709.5,4306555.0,4641526.5,3875549.5,4330981.0,
15,159.9693026677975,0.32102346,,,,27.0,,,,,,,4295066.0,5161697.0,3966118.0,4084891.5,4097056.8,3241626.0,
613,163.9905388324773,10.319777499999999,,,,50.0,59.0,[M-2H2O+NH4]+,,2.0,614;613,181.97788,3114640.2,2318191.0,3372600.2,3112184.2,3735886.8,4004773.8,
349,163.9906932444193,7.696786400000001,,,,,,,,,,,652576.7,600466.1,816784.75,631414.6,437177.2,999387.9,
183,165.0911759745458,6.101381,,,,57.0,,,,,,,1798361.6,1163049.0,884311.8,1058426.0,989557.4,1656385.4,
672,165.9829695654896,10.399184,,,,50.0,,,,,,,2999492.8,2786776.0,2972587.0,2994280.8,2032073.6,2977195.5,
657,165.99090886761985,10.366639,,,,50.0,67.0,[M-2H2O+NH4]+,,2.0,638;657,183.97824,1004035.1,923873.06,1058350.1,969800.0,1049166.2,1060296.6,
683,167.01286067725553,10.479411,,,,58.0,,,,,,,45706830.0,44698970.0,46607904.0,43583810.0,46308356.0,45293100.0,
685,168.01613553136815,10.476668,,,,58.0,,,,,,,2426957.2,2340229.5,2448670.2,2303669.5,2418853.2,1324358.0,
620,169.97731326450636,10.323273,,,,50.0,,,,,,,2523196.0,2717459.5,2983501.5,2090951.4,3326556.8,2968581.5,
699,169.97738129068568,10.791138,,,,,,,,,,,4723972.0,1285451.1,1857230.9,1629423.6,6233476.0,6698726.5,
42,171.09933007549125,2.8628682999999997,,,,,,,,,,,483364.94,267178.84,3016733.8,498830.28,2923744.8,2802846.8,
704,171.99301462174446,10.960636000000001,,,,70.0,,,,,,,5685771.0,5775479.0,8100161.0,5334411.0,7936603.5,8004894.5,
45,172.13334313386397,3.1909215,,,,41.0,2.0,[M+H]+,,2.0,46;45,171.12611,1000862.06,1013033.6,1344955.6,1050209.2,1317225.6,1314598.5,
617,172.9563762657351,10.321421,,,,50.0,,,,,,,7586959.5,7882801.0,3039516.5,7769538.0,3055448.5,3070058.0,
446,172.95651946382077,7.8768077000000005,,,,8.0,,,,,,,1865479.5,1672299.6,1374225.8,1684448.2,1356082.4,1299968.1,
269,172.95652115723587,7.3714059999999995,,,,23.0,,,,,,,1337822.4,1455672.6,862211.7,1223420.6,734580.75,724175.44,
22,172.97722393192225,0.39487540000000004,,,,17.0,,,,,,,1540978.1,1527799.4,1690972.8,1454416.0,1636800.4,1602647.6,
700,173.0302367015712,10.817538,,,,,,,,,,,441447.06,703203.44,2704402.5,672617.94,974023.0,2643277.5,
335,173.13265353170524,7.6958850000000005,,,,,,,,,,,68375.266,107455.93,203647.75,140622.23,214264.47,381405.2,
688,174.9533482219781,10.4558935,,,,,,,,,,,492142.6,551694.9,717638.8,229216.58,616531.1,623075.4,
616,174.95335755229428,10.322957,,,,50.0,,,,,,,1189366.0,1864198.0,716166.3,1219012.0,639256.25,759782.0,
665,174.95681937446685,10.373505999999999,,,,50.0,,,,,,,2453941.5,2466169.5,1076896.8,2511086.8,1441199.1,1060622.2,
5,176.9846117646731,0.03588223,,,,0.0,,,,,,,1022336.06,1035003.7,1240333.9,1047339.4,1188520.2,1180221.5,
12,176.984615927448,0.31922486,,,,27.0,,,,,,,933284.5,407455.72,1157118.6,913744.7,1064099.0,1066576.0,
618,180.98981183750251,10.321553,,,,50.0,,,,,,,1199319.5,1199906.2,1540218.2,972405.4,1288200.0,1361408.8,
645,181.0144399108408,10.362275,,,,50.0,64.0,[M+H]+,,2.0,638;645,180.00701999999998,5250397.0,5315389.0,5481844.0,4991951.5,5391867.5,5415299.5,
346,181.01457602876462,7.670086,,,,39.0,,,,,,,618664.9,586572.75,2687463.0,607582.5,2908393.0,2846522.5,
614,182.98518816178262,10.320544,,,,50.0,59.0,[M+H]+,,2.0,614;613,181.97788,19318986.0,19853678.0,25537726.0,18995584.0,20892644.0,25103628.0,
640,183.00984334682812,10.360528,,,,50.0,65.0,[M+H]+,,2.0,642;640,182.00243999999998,1992402.0,1988661.4,2066914.6,1869142.9,2043100.8,2015121.6,
696,184.0029897297092,10.553752000000001,,,,20.0,,,,,,,6825015.0,6564892.0,7411326.0,6884058.5,6043781.5,7642637.0,
638,184.98553207257228,10.358044,,,,50.0,64.0,[M-H2O+Na]+,,2.0,645;638,180.00701999999998,8208764.0,8527034.0,9583128.0,8216978.5,9205170.0,9362422.0,
642,186.98096273554341,10.3614,,,,50.0,65.0,[M-H2O+Na]+,,2.0,640;642,182.00243999999998,3197577.0,3281207.2,3652220.2,3141608.2,3558091.0,3583686.8,
20,186.9810748063576,0.32103145,,,,,,,,,,,146788.0,190878.4,198042.89,177004.67,203355.16,272097.6,
336,191.143170155515,7.6958850000000005,,,,,,,,,,,64577.547,100144.09,187913.22,140332.3,211338.12,379947.16,
46,194.1153731193897,3.190921,,,,41.0,2.0,[M+Na]+,,2.0,46;45,171.12611,5608868.5,5752086.5,8329619.0,5550690.0,7047378.5,8388168.5,
135,195.10171920677737,5.6124480000000005,,,,,,,,,,,753661.0,792258.3,848832.4,763165.75,866589.56,864088.2,
626,196.01678140115928,10.3276205,,,,50.0,61.0,[2M-H2O+K]+,,2.0,622;626,87.53233,1538541.5,1608647.9,2094992.4,1588109.5,1709312.6,1830690.1,
337,198.18541071330125,7.695002000000001,,,,,,,,,,,77633.695,117786.28,236897.94,154172.36,246241.08,431761.25,
705,199.9883121913071,10.945991000000001,,,,,,,,,,,621932.4,802600.3,4250333.5,578527.0,986046.4,1167934.9,
702,199.98831793895712,10.8249655,,,,,,,,,,,454933.7,846695.4,818007.9,610488.9,4229763.0,4193652.2,
53,201.05973350899797,3.6542529999999998,,,,,,,,,,,150574.69,383144.03,383928.12,183206.77,362590.8,267916.2,
693,201.975720369501,10.527841,,,,20.0,,,,,,,910274.3,944537.5,939019.8,894870.0,905859.25,982809.8,
526,201.9758048908629,8.692198,,,,,,,,,,,1094939.9,1111101.2,484862.25,1050704.6,470883.06,446258.7,
21,202.18030131580966,0.3838881,,,,,,,,,,,965623.06,840620.8,635737.0,828940.25,949484.4,1138919.5,
25,202.18031495711196,0.70636445,,,,,,,,,,,221008.98,170202.81,116882.7,183787.23,206320.11,234794.25,
113,203.0620986357219,5.279804,,,,,,,,,,,289328.8,399944.6,343460.16,368459.94,385308.47,293564.66,
69,203.06215031723085,3.905446,,,,13.0,,,,,,,175056.88,221874.0,135928.48,159196.42,148479.1,138514.08,
611,205.0171441268675,10.318021,,,,50.0,,,,,,,6269994.5,6322871.5,7574714.0,6009908.0,7200241.0,7534175.5,
363,205.0173194187184,7.7027116,,,,,,,,,,,1655644.5,1514760.8,2010015.9,1522440.1,951393.9,1094664.1,
639,207.0175181313606,10.359651,,,,50.0,63.0,[M-2H2O+NH4]+,,2.0,639;635,225.00477999999998,5852630.0,5721414.5,5969319.0,5736909.5,5855434.0,5954793.5,
697,208.03933779520312,10.489943499999999,,,,58.0,,,,,,,2890163.0,2846321.0,3088223.2,2781455.0,3059245.2,2918421.8,
397,208.16976533896624,7.7335906,,,,46.0,46.0,[M-2H2O+H]+,,2.0,397;403,243.18357999999998,110122.32,139024.56,198094.7,215307.39,217271.88,408783.06,
347,208.16976655157356,7.694990600000001,,,,62.0,38.0,[M-2H2O+H]+,,2.0,333;347,243.18356,110122.32,165069.02,308217.6,218144.58,310264.53,594463.56,
637,209.01293331241013,10.357909,,,,50.0,62.0,[2M+Na]+,,2.0,637;627,93.01144000000001,2227056.2,2182367.2,2264430.0,2168588.8,2234751.5,2246110.8,
348,209.15377608806895,7.696786400000001,,,,62.0,,,,,,,152293.45,204981.88,391466.56,277187.0,413018.12,746490.1,
146,211.0754793980181,5.677641400000001,,,,24.0,,,,,,,1541299.8,1620104.2,1594519.6,1131671.8,1248070.0,1208631.6,
88,211.97075277912026,4.6884804,,,,9.0,,,,,,,4098365.8,4073209.0,4470155.0,3885960.8,4788912.5,4630215.0,
47,212.12587544128158,3.1936276,,,,41.0,3.0,[M+Na]+,,2.0,45;47,189.13664,538453.6,551343.1,904358.8,552988.1,871609.3,903809.0,
612,213.98283447015828,10.3188,,,,50.0,,,,,,,3004029.2,2121385.2,1358680.8,2954334.5,1362441.4,1377262.9,
684,213.98284791962726,10.436179,,,,,,,,,,,515775.2,1402467.5,1041614.6,767492.8,1023457.2,780059.75,
520,213.98300418442554,8.580416,,,,,,,,,,,1185502.4,997182.8,285181.38,1994470.4,276746.47,282688.12,
427,213.98304726145253,7.874109700000001,,,,8.0,,,,,,,996003.0,1473685.1,548405.9,1919399.9,641388.3,684793.2,
663,215.98380785600108,10.372632000000001,,,,50.0,,,,,,,1538013.6,1537714.2,891380.56,1490980.4,706063.25,681148.56,
273,215.98390664475562,7.3714059999999995,,,,23.0,35.0,[M+NH4]+,,2.0,273;272,197.9498,199757.36,211684.89,186750.0,149376.67,111342.28,162858.38,
432,215.98398391043418,7.874117,,,,8.0,48.0,[M+NH4]+,,2.0,432;441,197.94983,91399.914,121047.836,140386.23,87898.27,228748.97,126460.3,
586,216.92278917584062,10.198936999999999,,,,11.0,,,,,,,2452230.2,1746166.8,1275724.5,3525483.2,1296190.0,1283025.1,
32,217.10480940519798,2.2546923,,,,,,,,,,,1119584.6,874888.25,895705.2,873157.44,1093876.0,1045753.25,
38,217.10722187751358,2.7972536,,,,34.0,1.0,[M-H2O+H]+,,1.0,39,234.11045,251867.11,562677.25,446351.94,302399.5,416209.47,282754.12,
54,217.10722875090644,3.6560612,,,,56.0,,,,,,,96024.46,165238.33,251932.02,123977.27,246992.11,161557.77,
62,217.10725738044968,3.8456078000000002,,,,,,,,,,,56348.49,150358.2,131062.21,77007.41,124556.414,81030.15,
48,217.10725766312402,3.3515584,,,,,,,,,,,85421.49,84089.23,39871.695,87067.195,75608.5,70349.48,
189,219.057094623452,6.1040095999999995,,,,57.0,,,,,,,1139331.4,737153.9,688430.94,647338.25,733895.94,1198462.4,
50,219.057127904559,3.5265044999999997,,,,,,,,,,,704063.7,571939.8,515062.44,472468.16,691735.25,829306.06,
213,220.11225323200043,6.305489,,,,44.0,,,,,,,1579625.2,1622712.4,1615094.8,1028722.6,1317240.4,2134474.5,
399,220.16736099094555,7.774464999999999,,,,46.0,,,,,,,126526.28,187818.3,359417.53,238166.56,398874.53,684971.9,
340,221.1752060126762,7.694996000000001,,,,62.0,,,,,,,37061.67,57546.64,131446.36,79370.71,127172.234,236161.5,
392,221.17523804864646,7.773569599999999,,,,46.0,,,,,,,323904.6,499227.66,897566.4,611463.44,985521.06,1651350.8,
71,222.14654880088506,4.055880999999999,,,,,,,,,,,555364.0,546055.1,892642.8,555436.4,852409.94,875288.44,
610,223.9883037356676,10.31724,,,,50.0,,,,,,,4126823.8,4118898.0,4186805.0,4378309.0,4538928.0,4508967.0,
424,223.9885142568801,7.869652,,,,8.0,,,,,,,1085503.5,1059770.0,4404533.0,1033196.4,4209125.5,4608665.5,
695,225.029456798072,10.545112,,,,20.0,,,,,,,2297900.0,2227100.2,2313165.8,2080563.0,2385654.8,2330357.5,
140,225.0911000312194,5.6756845,,,,24.0,,,,,,,2506728.2,2575933.2,2683144.8,1899133.2,2154109.5,2017130.4,
635,226.01201397648242,10.355426,,,,50.0,63.0,[M+H]+,,2.0,639;635,225.00477999999998,1175497.4,1251297.0,1427797.4,1180696.0,2363184.0,2369860.0,
76,226.18020414987942,4.3747935,,,,33.0,10.0,[M-H2O+H]+,,1.0,75,243.18347000000003,117282.11,127039.375,147773.64,138396.81,193092.44,290968.03,
350,226.1802847352517,7.6967754,,,,62.0,38.0,[M-H2O+H]+,,2.0,333;350,243.18356,582207.6,849377.25,1646373.9,1075306.4,1273613.5,3132978.2,
393,226.1802892024017,7.773569599999999,,,,46.0,46.0,[M-H2O+H]+,,2.0,393;403,243.18357999999998,477243.1,677584.6,1160828.6,875251.06,1472614.9,2182723.2,
599,226.9514966737741,10.230657,,,,11.0,,,,,,,3827481.2,3718035.5,5556879.5,7775669.0,5326688.0,5604078.0,
566,226.95154887015727,9.939677,,,,,,,,,,,2297287.8,2240422.0,3148585.5,1330589.9,4471219.0,2920869.5,
286,226.9516033336124,7.3740735,,,,23.0,,,,,,,291421.03,350634.5,491062.84,274489.72,403846.56,401947.56,
428,226.95161447275927,7.871435000000001,,,,8.0,,,,,,,204875.45,125351.555,267234.3,173627.45,276370.44,241447.45,
506,228.19591000279584,8.359442999999999,,,,40.0,54.0,[M+H]+,,1.0,505,227.18858999999998,154734.98,125891.08,147467.03,131748.95,10418.044,58134.684,
99,228.19594381917364,4.820394,,,,38.0,17.0,[M+H]+,,1.0,100,227.18863,135601.77,210690.34,361673.84,216914.27,295555.28,426254.6,
351,228.195947119569,7.6967754,,,,62.0,40.0,[M+H]+,,2.0,351;344,227.18864,279465.38,394471.75,755923.6,496537.78,781858.5,1391878.2,
394,228.19597398574757,7.773569599999999,,,,46.0,47.0,[M+H]+,,2.0,402;394,227.18866,617810.2,886804.6,1458070.2,1119824.1,1611381.4,2895142.2,
228,228.23231322244288,6.648277,,,,60.0,,,,,,,374012.6,388447.1,1116335.9,358535.2,1142049.0,1128046.8,
90,229.98134596857798,4.6884804,,,,9.0,,,,,,,9201769.0,9118387.0,9799658.0,8713632.0,10523054.0,10450190.0,
87,230.98456822005886,4.6884804,,,,9.0,,,,,,,755746.25,758790.56,801744.94,722326.3,864620.25,865214.4,
91,231.97915913362684,4.6884804,,,,9.0,,,,,,,9007000.0,8944106.0,9606152.0,8553489.0,10332395.0,10220990.0,
92,232.98238881318434,4.6884804,,,,9.0,,,,,,,762901.06,750166.3,815228.1,706129.5,862995.44,861966.06,
73,233.07266081030465,4.362145,,,,29.0,9.0,[M+H]+,,2.0,73;74,232.06535,316282.84,681919.6,538303.8,430908.72,581928.8,366116.72,
51,233.07268106833507,3.5564382000000005,,,,55.0,5.0,[M+H]+,,1.0,52,232.06537999999998,61915.23,174515.22,158427.62,111962.734,170132.69,73640.56,
190,235.07129141850567,6.104013,,,,57.0,,,,,,,755374.6,515278.03,535632.0,478825.16,610482.25,888481.94,
83,236.0806284360203,4.545296,,,,53.0,,,,,,,2062183.1,3239293.5,3218828.2,2251770.5,3583265.8,2859071.5,
78,236.16213904745487,4.448565,,,,,,,,,,,66461.484,77752.49,128275.5,82167.91,116044.875,134111.28,
