Filename,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML,GF_CC_MC_RCG_1_pos_20210511_Run75.mzML,GF_CC_MC_RCG_2_pos_20210511_Run111.mzML,GF_CC_MC_RCG_3_pos_20210511_Run176.mzML
7111/313.2369mz/5.28min,734903.56,466418.03,680716.9,947332.25,893052.0,883721.56
7116/277.2159mz/5.28min,4395266.5,2598829.8,3911065.0,5333814.0,5166796.5,5210812.0
7117/335.2189mz/5.28min,4284816.0,3977401.8,4635126.0,4909822.5,6506276.5,7164997.0
7118/688.3446mz/5.29min,715130.56,383234.78,465651.34,675574.56,619263.8,500474.44
7119/295.2264mz/5.29min,3166009.8,1984022.6,2947921.0,4415059.0,4300238.0,4202368.0
7120/349.1867mz/5.29min,235040.84,94612.695,492890.16,870127.7,587091.94,824336.44
7122/344.6758mz/5.29min,701506.3,465398.2,497749.1,567731.06,614597.0,463946.53
7125/658.378mz/5.29min,167952.73,83549.12,189706.78,192670.66,167994.22,216456.67
7127/279.2314mz/5.3min,502101.06,346671.34,443753.0,1227174.0,1186185.1,1213714.4
7131/258.2061mz/5.31min,344276.66,233799.55,381722.88,441258.53,410287.28,449268.94
7137/292.1903mz/5.34min,382291.94,265848.53,401593.66,484919.5,454153.47,495106.22
7138/596.8517mz/5.35min,208587.95,145510.8,224836.33,215722.27,186596.2,188814.72
7139/400.1861mz/5.35min,247348.67,161261.48,396083.28,319735.66,167406.23,333765.16
7140/592.4062mz/5.35min,146926.67,91378.42,129695.02,156926.12,148320.66,141583.42
7144/249.102mz/5.36min,283253.75,213263.16,510043.22,240374.1,239978.94,395468.6
7147/228.1199mz/5.36min,379618.03,200350.61,328677.34,1223027.2,455454.12,426576.06
7148/376.259mz/5.36min,8186599.0,2351183.0,4278917.5,24086256.0,7005853.0,5713484.5
7149/414.2148mz/5.36min,144310.05,62131.195,124010.695,492790.53,183795.3,193283.03
7150/398.2408mz/5.36min,4507212.5,2198489.8,3525173.8,10530149.0,4809447.5,4750057.0
7151/773.4927mz/5.36min,255228.88,48971.26,144387.39,1268917.8,262207.16,231765.9
7152/393.2855mz/5.36min,3953033.2,974290.94,1705895.1,11051109.0,3109384.2,2267189.8
7154/693.5517mz/5.37min,78117.46,3211.198,0.0,506706.84,7045.575,0.0
7155/751.5106mz/5.36min,29507.23,0.0,0.0,262325.16,19103.027,7306.6855
7161/454.2906mz/5.39min,136245.56,59505.023,125649.67,60063.207,57713.992,78448.414
7162/318.2998mz/5.46min,12092991.0,6994841.0,4740184.5,5802977.0,4019118.8,1309026.4
7163/337.2346mz/5.4min,432391.84,418165.62,462015.12,468631.12,620673.5,669328.4
7164/297.242mz/5.43min,412426.2,256989.27,326261.62,382097.0,697813.44,703887.56
7165/279.2315mz/5.4min,591298.6,337416.75,472888.78,619127.0,585087.94,680021.2
7167/495.3535mz/5.41min,116116.19,69713.664,102916.98,121211.04,108968.61,103002.21
7172/401.3367mz/5.47min,671976.9,465312.5,430621.4,1047052.7,803958.94,991983.0
7175/335.2188mz/5.4min,884440.6,783094.4,963907.75,736513.4,1307538.4,1565034.4
7176/313.2369mz/5.43min,206781.62,111056.14,298406.1,73848.94,53554.496,90337.734
7177/321.6836mz/5.45min,403189.2,180398.88,525770.2,759819.2,720810.5,685515.2
7178/642.3602mz/5.45min,759958.2,331171.4,921788.4,1459603.9,1329762.4,1302974.8
7182/412.3163mz/5.45min,2024496.4,1542728.5,1763618.8,1909732.5,2095748.2,2016010.2
7186/218.1174mz/5.46min,307807.3,192195.67,328495.03,445956.1,381333.56,384753.97
7187/288.2893mz/5.49min,657596.44,400225.5,178858.7,214389.08,436779.34,270809.12
7189/316.3205mz/5.51min,379560.7,152816.08,97255.47,449613.56,172917.34,133770.88
7193/241.1771mz/5.47min,1481063.8,711659.3,1806765.8,1668361.9,1000739.75,1514084.9
7195/319.3032mz/5.48min,2092696.9,1871674.8,1754463.1,354285.53,939602.9,570405.56
7201/320.1909mz/5.49min,548429.6,465363.3,650331.7,770240.3,838232.25,932674.4
7202/251.2003mz/5.49min,568585.56,296897.72,450021.78,739921.44,681402.0,666413.56
7203/297.2057mz/5.49min,1479431.1,824229.7,1282962.0,2013441.5,1926004.1,1801975.8
7204/280.1984mz/5.49min,824256.75,466728.38,696340.75,1106709.1,1027001.75,946178.25
7205/279.1952mz/5.49min,4644545.0,2648240.0,3957611.5,6235026.5,5777195.0,5456455.5
7206/319.1875mz/5.49min,3184719.5,2728677.2,3746618.0,4441970.0,4856611.5,5409705.5
7215/297.242mz/5.53min,1343980.2,915108.06,1334621.8,1746048.0,2552923.5,4644453.5
7216/280.2348mz/5.56min,343494.5,223641.4,314993.44,446647.78,880092.94,850717.4
7217/279.2314mz/5.52min,1757606.1,1239330.9,1791216.4,2360378.8,2197267.5,2299791.0
7218/315.2526mz/5.52min,275857.3,188704.72,280921.9,381839.12,369832.84,377932.22
7219/337.2344mz/5.52min,1747352.2,1573675.4,1930692.1,2119444.2,2231855.2,2376759.5
7221/367.2451mz/5.6min,1406860.2,536332.4,1468981.0,278039.6,293401.97,669365.06
7224/163.0388mz/5.53min,158678.12,129666.75,208020.83,262449.66,233762.38,243132.05
7226/300.0506mz/5.53min,1120878.5,922006.4,1320654.1,1467670.1,1607044.2,1191410.0
7227/318.2998mz/5.52min,1172198.0,12892183.0,13848946.0,700139.25,5500693.0,5840043.5
7228/256.2996mz/5.59min,805580.94,309597.8,147025.19,731255.56,471664.97,84463.65
7229/293.2107mz/5.55min,723261.3,459699.62,642894.75,906397.44,872505.8,886905.5
7233/335.2189mz/5.56min,1204034.9,1066729.8,1337549.9,951769.06,1321382.4,1460653.9
7235/328.2841mz/5.57min,813691.6,897359.06,359839.0,28822.86,39779.54,3232.3008
7236/295.2264mz/5.56min,1212964.6,696413.5,1088989.9,1181314.9,1104918.8,1135625.4
7240/385.1977mz/5.58min,316718.5,444779.28,413972.16,525203.94,522441.72,478467.75
7242/753.4235mz/5.58min,698242.25,810672.6,773445.44,1057828.6,919971.6,911662.3
7244/337.2345mz/5.59min,2460246.5,2208180.5,2853107.2,3399764.8,3350357.5,3833469.5
7245/279.2315mz/5.59min,2381702.8,1646813.8,2413082.0,3136459.5,3019466.8,2951504.0
7246/297.2421mz/5.59min,3459686.8,2276483.0,3352065.8,4786576.0,4500357.0,6788678.5
7250/315.2526mz/5.59min,597385.5,390184.9,583612.25,763671.06,719335.5,739245.3
7251/197.6168mz/5.59min,288445.12,317277.78,337740.6,412739.97,432253.53,489659.44
7254/266.0665mz/5.59min,310453.8,238249.92,353725.72,339985.22,339558.44,293812.3
7256/287.2366mz/5.6min,275145.7,153562.16,300698.44,469610.8,472016.94,474039.53
7259/291.1951mz/5.62min,201007.2,116534.734,233594.52,622709.4,438986.25,245643.11
7260/199.1229mz/5.62min,320349.47,166163.69,325079.5,282443.1,275761.3,272991.88
7264/345.6837mz/5.64min,618628.0,306774.53,739014.7,998291.6,978026.4,787341.4
7266/690.3604mz/5.64min,645330.0,272162.06,721854.06,1149360.4,1023985.3,848031.6
7268/342.2998mz/5.66min,1460511.8,928756.75,899284.8,175350.62,392267.7,182141.58
7269/191.1793mz/5.66min,374756.75,148787.4,233253.77,433587.6,328260.4,278724.38
7270/541.313mz/5.66min,173993.94,64736.63,212039.7,357979.6,312752.44,257609.38
7271/328.6916mz/5.66min,694896.94,339385.34,934875.2,1437193.6,1245393.2,1114251.1
7272/656.3761mz/5.66min,1142007.8,481593.5,1382185.5,2453673.0,1999251.6,1792458.9
7276/678.358mz/5.66min,180732.28,44545.434,169133.17,409771.3,318411.88,282114.53
7279/332.3155mz/5.69min,1178018.2,721032.25,792754.8,259841.64,731303.4,462415.88
7286/302.305mz/5.75min,3567634.5,1917153.4,1133143.5,4094299.8,2588894.5,788418.25
7292/376.3053mz/5.72min,450024.44,424292.84,487176.5,844003.0,664691.94,712282.8
7294/286.2737mz/5.77min,278063.94,232364.45,304336.22,268658.47,313963.38,30143.938
7295/330.2998mz/5.8min,3485765.2,3067244.8,760636.2,658216.7,550460.4,113932.57
7296/412.3186mz/5.75min,662944.1,322183.03,475624.56,33442.875,132442.6,83301.88
7300/287.2365mz/5.75min,124077.3,82517.98,132831.8,180492.3,184318.62,157220.17
7303/357.2783mz/5.75min,429873.06,338747.97,499588.12,685939.56,590255.0,663120.8
7309/493.2803mz/5.76min,935842.7,853176.56,775216.3,894036.6,912732.94,764301.2
7311/515.2624mz/5.76min,719912.94,945301.3,767605.4,742264.5,817989.7,771480.5
7312/309.242mz/5.78min,368679.28,257616.8,374948.5,53777.18,81839.71,212641.23
7314/302.305mz/5.79min,3327605.5,3027385.5,2207348.5,494643.94,3292183.2,1863666.5
7316/390.3209mz/5.78min,432634.0,378918.03,435714.25,561291.5,530064.5,582049.06
7318/339.2503mz/5.78min,144142.25,127834.336,193518.58,301975.38,290474.8,272887.5
7319/281.2472mz/5.78min,216918.08,163849.56,240170.0,344822.53,324127.53,357762.53
7321/415.3524mz/5.75min,297748.66,252964.48,257805.25,510088.9,356919.5,452869.1
7322/317.1719mz/5.78min,411174.16,401052.4,374133.44,272521.6,423038.12,285671.25
7323/295.2264mz/5.78min,876988.44,483881.88,777872.56,1009700.9,1109748.1,1078524.9
7326/342.2998mz/5.75min,0.0,400161.2,1527015.8,0.0,12638.641,250873.98
7327/277.1796mz/5.79min,1030010.1,668459.5,736931.06,547240.06,664487.2,447000.25
7332/378.2255mz/5.81min,148947.97,63302.496,187382.1,211721.28,163068.16,169075.12
7334/349.1981mz/5.82min,551706.7,563984.6,624796.9,213432.73,248595.34,246193.23
7335/309.2055mz/5.82min,521757.78,317981.78,408169.5,160415.69,149730.03,241366.12
7337/344.3155mz/5.89min,6396820.0,3136963.0,1954986.8,3318686.5,2304396.0,595451.9
7339/349.2732mz/5.84min,869823.1,535283.25,801016.25,1097149.5,1031188.4,1019615.9
7340/172.1695mz/5.84min,303410.16,199524.27,606253.06,462679.06,515605.72,625011.2
7341/389.2657mz/5.84min,384993.06,333113.62,443595.34,536099.6,510767.9,588976.1
7344/383.2787mz/5.85min,529089.0,224361.03,341275.7,701054.6,661543.6,625322.4
7345/365.268mz/5.85min,219196.72,94106.38,169493.25,334083.34,359758.56,311761.78
7346/405.2606mz/5.86min,527601.94,324344.44,677011.94,788461.3,767393.4,861295.4
7347/280.2631mz/5.86min,277918.8,262109.95,285358.2,260005.47,275036.53,289418.94
7352/345.3189mz/5.9min,1341932.9,977871.1,633926.9,340568.0,585403.94,223202.11
7353/316.3205mz/5.94min,1104078.9,482997.44,248635.22,964372.7,528745.9,136437.3
7354/440.2765mz/5.91min,265673.12,364269.16,538067.8,0.0,42182.133,204490.1
7355/299.2576mz/5.88min,951526.8,691177.94,1059440.9,1263564.8,1238221.9,1253102.2
7356/302.3049mz/5.86min,101826.375,3576107.5,4114230.0,0.0,808267.6,4149252.5
7357/281.2471mz/5.88min,931582.2,712478.75,1066824.1,1289999.1,1255422.4,1289296.4
7358/339.2502mz/5.89min,804437.2,731779.2,1010722.3,1255949.0,1171799.6,1402773.9
7359/263.2366mz/5.88min,367297.84,257558.27,348685.72,453345.84,462583.78,437817.16
7361/200.2008mz/5.89min,1829200.8,1659572.8,2364355.5,1608091.2,1552500.4,1579172.4
7364/317.2083mz/5.9min,199985.55,448027.4,361349.38,242338.64,202096.6,770625.56
7365/277.2159mz/5.9min,13708410.0,10026218.0,12835320.0,12673703.0,13677722.0,13003210.0
7366/330.2998mz/5.89min,62912.465,5473496.0,2740913.8,0.0,278954.03,490377.7
7369/385.3419mz/5.96min,185127.16,155016.28,228788.0,459424.3,391256.2,273033.53
7370/522.3737mz/5.91min,0.0,0.0,0.0,2182016.8,0.0,0.0
7371/344.3155mz/5.92min,5949313.0,5068260.0,4032372.2,313090.22,2870346.5,1468041.9
7373/347.3345mz/5.95min,1399042.9,1136414.8,1146385.0,103330.01,408770.72,255309.56
7380/330.2035mz/5.94min,101326.9,57111.11,92044.02,126516.05,104173.99,112629.805
7381/308.2215mz/5.94min,674697.9,351652.25,546883.06,999345.4,831155.8,764811.44
7382/346.3311mz/5.95min,6933548.5,5203848.5,5634490.0,1747860.8,2824036.8,1399793.2
7388/193.1699mz/5.96min,665473.3,524130.38,554028.7,671790.94,590179.9,551295.94
7391/389.2657mz/5.97min,227466.19,201600.48,303453.72,345900.3,303827.8,402112.03
7392/349.2732mz/5.97min,720268.7,438376.03,706196.9,949551.06,822398.25,865459.2
7395/255.2316mz/5.98min,711947.94,534666.0,804826.6,1305021.0,1233627.0,1351440.2
7396/367.2451mz/5.99min,134643.33,71487.375,166999.73,87968.03,80589.47,96823.086
7397/237.221mz/5.99min,520926.16,394515.28,582363.25,930770.25,903705.9,970742.3
7400/345.3188mz/5.98min,192564.89,1233015.2,1497147.0,0.0,236800.97,473434.78
7402/591.3708mz/6.01min,352256.3,457947.7,431340.2,659840.0,404642.25,485941.7
7403/280.2631mz/6.01min,838200.7,692506.1,813028.0,643426.94,594711.8,648749.2
7405/349.2345mz/6.02min,454054.03,498933.16,657194.5,230768.75,245536.97,364039.16
7407/344.3154mz/6.02min,38582.035,5916405.0,7198418.5,0.0,8550.637,3083308.5
7413/309.2055mz/6.06min,478522.03,100670.44,274347.72,1075195.8,586625.25,468066.28
7414/331.1875mz/6.06min,229819.22,92124.2,194070.47,923364.1,407716.88,553586.75
7415/291.195mz/6.05min,234900.78,60033.785,195485.4,492611.75,251050.77,151537.72
7418/686.3653mz/6.07min,134838.73,108378.92,151263.69,73624.06,86030.48,91633.27
7419/346.3311mz/6.04min,145294.28,8270420.5,11879410.0,0.0,507411.6,3507012.5
7421/388.3417mz/6.1min,845643.44,923994.6,457803.22,51639.094,181231.5,34657.727
7423/349.2345mz/6.09min,1052451.5,1092468.8,1325422.6,578298.25,547535.0,729382.3
7424/291.2314mz/6.09min,268587.53,172748.8,252573.89,122230.57,96578.03,101766.04
7425/319.3106mz/6.17min,297251.38,125586.26,105164.125,604794.44,276452.12,19829.262
7426/309.2419mz/6.11min,420561.97,237092.23,372702.28,96463.52,180966.02,112913.45
7427/372.3468mz/6.15min,343343.66,132394.69,138936.3,558412.4,230001.8,39743.227
7430/267.1717mz/6.15min,617206.4,438980.84,480535.03,625108.0,479285.12,440612.28
7431/289.1535mz/6.15min,175894.73,229514.16,241099.61,184225.5,176657.08,227981.08
7433/330.3361mz/6.23min,399480.34,244619.56,53045.32,820627.4,171709.83,0.0
7436/280.2349mz/6.17min,2229820.5,1906202.5,2433194.8,1676517.5,1930260.5,1834545.8
7437/557.4558mz/6.17min,348376.47,283171.62,397636.94,197150.31,234220.42,210390.86
7438/279.2316mz/6.17min,11681954.0,10003822.0,12526776.0,9450302.0,9922457.0,9997197.0
7440/337.2345mz/6.17min,203668.81,186890.42,257794.58,299202.03,236297.5,309977.44
7444/636.2479mz/6.22min,165488.97,425182.8,227506.81,81796.07,84236.37,157897.56
7445/296.258mz/6.18min,822393.7,627574.1,681436.3,844560.3,727992.5,642739.1
7448/450.2877mz/6.19min,509328.88,495825.72,504832.56,502642.53,427151.62,413575.78
7449/337.332mz/6.2min,417133.9,230422.36,522871.1,0.0,309697.0,36458.027
7451/454.2932mz/6.21min,183974.72,195048.03,251180.34,90134.45,66359.96,496215.5
7452/370.331mz/6.16min,56129.367,248401.58,591189.44,0.0,15013.642,86885.88
7455/246.1042mz/6.21min,401223.53,377820.3,452529.84,381981.38,381511.5,345323.28
7456/358.3673mz/6.27min,0.0,199457.06,0.0,2078443.5,352037.12,0.0
7457/227.2003mz/6.21min,152306.22,156898.52,169488.5,183662.34,148589.12,189309.05
7458/209.1899mz/6.21min,144199.11,159313.03,174776.48,173117.73,154337.62,168391.27
7460/431.311mz/6.22min,823205.9,661877.2,1141347.6,1322974.2,967100.9,1193262.9
7461/384.3467mz/6.24min,2472540.2,1934929.9,974006.3,140132.3,508031.97,113912.836
7464/299.2576mz/6.25min,251803.16,265361.66,189744.05,191097.48,159735.88,176526.62
7465/281.247mz/6.25min,744704.8,568303.5,852501.94,864956.9,774291.6,1152128.0
7466/263.2366mz/6.25min,291249.22,189990.48,254657.0,293487.75,255150.73,277539.16
7468/279.2315mz/6.25min,6741214.5,4788835.5,6031379.0,5531771.0,5631202.5,5506369.0
7469/330.3362mz/6.29min,884428.94,546610.1,297315.8,238375.06,482127.28,186028.61
7471/641.2033mz/6.27min,5129336.5,3017903.2,1598067.2,4510381.0,4179353.5,1546107.1
7472/619.2214mz/6.27min,6674083.5,2352769.2,1292600.8,4797139.5,4100078.0,1133274.6
7473/636.2479mz/6.27min,2041369.6,656026.4,356175.84,1460198.6,1202838.2,316439.6
7474/372.3468mz/6.36min,2748425.8,2353253.8,1446805.1,1279685.1,1183341.6,427860.12
7475/349.2345mz/6.29min,237535.25,305821.22,369698.66,169241.0,181443.03,267338.62
7478/314.3412mz/6.36min,549962.7,367856.47,0.0,1880082.4,522001.8,0.0
7480/383.3303mz/6.3min,95740.54,109848.24,94173.77,62441.957,58522.7,51228.7
7482/374.3625mz/6.37min,1497862.9,1204560.1,93933.36,5001655.0,1578422.0,0.0
7483/313.2346mz/6.32min,120259.58,158918.12,128140.22,145670.11,147901.69,138377.86
7484/255.2315mz/6.33min,82989.5,66927.13,103886.016,148659.22,149289.81,158907.5
7486/358.3674mz/6.37min,1153810.4,665516.8,262308.34,83711.016,1074650.9,271803.12
7488/415.3024mz/6.34min,468244.7,680620.9,576752.0,1087330.0,593897.0,720105.06
7489/386.3623mz/6.42min,3097272.0,1969200.6,0.0,4599020.0,1314228.9,0.0
7490/263.2366mz/6.32min,280907.56,60340.203,186480.11,376185.38,412140.53,389323.1
7491/360.3103mz/6.36min,429330.6,372317.56,424042.75,684581.3,609921.6,604674.06
7494/330.2633mz/6.36min,261266.22,274826.28,493921.06,574591.56,291351.72,590071.6
7495/351.2502mz/6.37min,270218.06,535969.75,687865.6,249827.94,342239.38,222455.67
7496/419.2397mz/6.37min,0.0,56755.08,99108.984,0.0,161385.61,430030.72
7498/384.3467mz/6.33min,83013.04,763787.6,2178852.2,0.0,41179.926,354786.4
7500/279.1952mz/6.38min,360138.28,215442.78,275303.22,117702.945,89534.35,83396.375
7501/311.2212mz/6.38min,555473.94,354612.03,447494.0,210687.33,159557.77,147989.55
7502/333.2032mz/6.38min,383415.3,463926.56,530813.4,202738.72,158669.45,201579.98
7504/463.2661mz/6.39min,0.0,65949.734,125090.07,0.0,199041.28,410232.38
7505/163.0752mz/6.4min,386136.03,346628.6,219763.36,466308.56,465466.78,305097.06
7510/361.2345mz/6.41min,32245.488,158307.14,265312.88,52253.3,352595.28,780083.25
7511/356.279mz/6.42min,38289.703,84930.04,142809.36,46058.562,262937.44,399826.16
7512/375.3658mz/6.45min,1365231.5,586288.5,521138.78,55661.3,1031156.9,374483.66
7513/422.4098mz/6.46min,622575.56,478859.44,319473.1,0.0,440838.6,48538.617
7516/369.3107mz/6.43min,1116596.8,816335.7,1315585.9,1522391.8,1127066.6,1391724.6
7517/391.2927mz/6.43min,549390.8,694828.94,996754.0,1588699.9,767999.1,1224783.6
7518/314.3412mz/6.45min,1828221.9,1249472.2,650419.4,281717.1,1543095.1,407095.28
7519/405.2607mz/6.44min,24891.58,239906.89,454242.8,18137.955,561192.8,1236228.5
7520/383.2787mz/6.44min,0.0,43529.27,86695.2,0.0,135794.75,266590.84
7521/400.3054mz/6.44min,16033.596,94037.61,171604.8,4277.0146,337868.3,527972.8
7522/410.7612mz/6.43min,52644.54,1522054.0,1108108.1,0.0,2174996.8,0.0
7524/255.2316mz/6.44min,147608.19,127132.16,179827.61,190260.64,178373.03,200815.3
7525/282.2788mz/6.44min,1517232.4,1398728.8,1777847.4,3307.8484,961976.4,1159262.8
7526/343.295mz/6.45min,418155.2,381469.75,699235.8,778374.8,414440.06,721481.9
7527/454.2923mz/6.44min,876925.06,852833.25,1200290.0,0.0,623393.4,306240.78
7529/444.3314mz/6.45min,25007.16,179616.83,350271.4,14739.355,604328.3,947800.8
7531/449.2868mz/6.45min,0.0,270648.72,503486.72,3107.132,665486.44,1463917.1
7535/488.3576mz/6.46min,0.0,228664.88,445732.44,0.0,817936.1,1275656.9
7536/374.3624mz/6.47min,5792271.5,5352290.0,3200544.5,278337.1,4711986.0,902949.44
7537/493.3129mz/6.46min,0.0,264789.9,518589.0,0.0,694980.06,1508466.2
7538/91.0542mz/6.47min,379797.25,425385.75,411567.62,702634.25,562031.1,523211.78
7539/149.0232mz/6.47min,606328.2,629747.6,383097.5,678488.2,598493.7,364085.06
7540/335.1249mz/6.47min,408421.97,767048.94,443705.25,662213.06,517651.8,450958.8
7541/537.3392mz/6.47min,0.0,224342.94,443620.3,0.0,573764.06,1292226.5
7542/313.1429mz/6.47min,580288.56,599335.25,371825.47,604739.94,561903.25,356453.8
7543/532.3839mz/6.47min,0.0,322863.94,606503.44,0.0,1116684.6,1792124.9
7544/576.41mz/6.47min,0.0,347357.0,641425.1,0.0,1195554.2,1896850.9
7545/620.4361mz/6.47min,0.0,310061.22,557078.5,0.0,1039671.7,1632416.2
7546/625.3914mz/6.47min,0.0,169322.78,325989.53,0.0,443811.6,984854.0
7547/581.3652mz/6.47min,0.0,189408.77,374629.72,0.0,509117.4,1142438.8
7548/664.4623mz/6.47min,0.0,227118.56,365758.34,0.0,796068.25,1271497.0
7549/669.4176mz/6.48min,0.0,128481.91,260192.44,0.0,348839.25,778771.44
7551/372.3467mz/6.47min,77181.01,3178712.5,3257873.5,16995.271,111214.73,889464.56
7553/399.25mz/6.48min,671119.06,398859.62,379120.25,765465.94,557289.06,383565.8
7554/386.3623mz/6.51min,10210731.0,6252663.5,3462584.0,875376.7,3984131.0,1082220.0
7555/708.4885mz/6.48min,0.0,153884.42,279938.66,0.0,540063.3,873696.56
7556/752.5149mz/6.48min,0.0,95184.99,181256.86,0.0,350232.97,525869.56
7557/713.4437mz/6.48min,0.0,92243.44,176278.86,0.0,251597.11,566391.0
7558/421.232mz/6.48min,249960.03,276463.2,251333.73,358050.53,302346.9,251136.27
7559/538.3509mz/6.48min,0.0,0.0,0.0,730400.94,0.0,0.0
7562/757.4699mz/6.48min,0.0,51228.47,112488.05,0.0,154549.47,360510.94
7564/300.2892mz/6.48min,356825.84,379401.66,577548.1,0.0,173673.6,32653.195
7565/349.2345mz/6.49min,472486.44,636779.4,787436.0,474164.44,364025.9,534917.9
7567/806.5642mz/6.51min,497593.34,168545.25,517910.0,60978.797,80974.41,202723.23
7568/398.1745mz/6.5min,290481.8,199948.75,123294.97,53881.996,130627.734,51568.176
7571/414.1693mz/6.5min,689097.0,612746.5,363443.84,303957.2,367226.38,216605.78
7572/279.2315mz/6.5min,364881.22,282329.7,343092.38,304684.22,334094.47,88898.23
7573/297.242mz/6.55min,305198.22,253887.7,287259.62,170634.5,164087.14,63170.152
7575/287.2365mz/6.51min,233699.61,202009.98,230305.88,296999.03,291451.72,297771.9
7577/272.258mz/6.52min,560361.75,561434.3,800790.44,736485.0,637094.44,780195.6
7586/279.1588mz/6.56min,651715.1,337809.03,909897.7,969906.3,702776.6,817913.1
7587/149.0233mz/6.56min,1568640.1,914106.06,2096563.4,2382262.0,1619739.8,2013106.8
7588/301.1406mz/6.56min,435727.0,352517.3,948763.8,1037395.44,616274.75,1026465.44
7594/314.3412mz/6.55min,185420.05,1692268.8,1659543.4,0.0,103998.3,1447063.8
7596/386.3623mz/6.57min,3034658.5,10222770.0,5537472.5,9478.946,1774553.1,464372.62
7598/283.2628mz/6.6min,278818.03,371505.5,322392.75,614121.56,540567.5,547011.0
7600/228.232mz/6.6min,1239591.9,1321699.5,2230256.0,1239324.6,1183336.5,1377239.4
7602/297.2419mz/6.61min,610858.56,447830.06,589867.44,348424.3,337777.78,352552.62
7604/385.2111mz/6.61min,56629.68,54119.72,206830.56,229169.84,136154.44,318166.78
7606/344.2791mz/6.62min,380398.3,372898.38,836972.94,995364.56,750241.75,687388.3
7607/286.2737mz/6.62min,175925.14,132202.7,190763.2,94665.875,63010.7,93153.73
7609/380.1852mz/6.63min,974750.25,826954.2,597694.2,644009.1,676539.6,413340.88
7610/536.2862mz/6.64min,411180.4,83036.31,130705.45,0.0,0.0,0.0
7611/374.3624mz/6.6min,18790.46,779559.4,6630042.5,0.0,23130.713,6455425.0
7612/604.3488mz/6.64min,1683693.0,308747.72,455988.47,7000.829,0.0,0.0
7613/98.9841mz/6.62min,158691.27,49418.05,51715.63,2062107.2,28099.152,3843.869
7618/383.3263mz/6.69min,854110.2,688947.06,1141543.5,1464470.9,992520.25,1314870.8
7619/405.3082mz/6.69min,393608.78,516352.28,729670.8,1160945.0,667738.3,1008433.8
7620/283.2628mz/6.68min,125172.22,137340.12,160206.06,561088.3,525265.94,548636.75
7622/282.2788mz/6.66min,53744.57,144844.11,66906.2,1314743.8,0.0,13145.994
7624/341.266mz/6.71min,222958.5,155350.02,250049.0,276806.25,242820.89,287827.44
7625/386.3623mz/6.68min,20277.996,1576329.0,9991485.0,0.0,9707.392,4052032.8
7628/195.1226mz/6.72min,185540.62,71512.19,122096.86,263011.8,155963.89,132903.98
7629/380.3367mz/6.73min,375879.75,26371.637,196318.48,449152.97,281936.03,148871.84
7630/385.2919mz/6.72min,325766.16,217406.33,364524.28,461671.6,370590.62,390223.0
7631/424.3627mz/6.73min,724353.4,259413.53,393131.84,1114883.4,570505.3,403732.28
7636/454.2922mz/6.69min,0.0,11047.894,0.0,810182.06,0.0,0.0
7637/644.4936mz/6.74min,173536.58,123143.266,203334.84,468951.22,273457.7,219423.48
7638/468.3894mz/6.73min,695118.4,154178.64,335762.44,1466075.4,611321.5,466601.56
7639/429.3181mz/6.74min,571420.3,467434.2,644917.2,1159931.1,721401.25,789214.75
7640/473.3443mz/6.74min,332758.8,260369.53,408214.62,624707.94,435446.84,468560.06
7641/512.4151mz/6.74min,942505.75,393674.6,599085.94,1622946.8,843906.8,677405.75
7642/556.4413mz/6.74min,714575.7,318928.34,466399.34,1217159.1,657385.4,519304.78
7644/344.279mz/6.74min,603252.5,362201.5,634018.94,802364.25,550921.2,801500.3
7645/517.3705mz/6.74min,231748.69,188652.55,310439.22,436340.5,316109.1,361848.56
7646/291.2314mz/6.74min,3038060.5,2490874.0,2992183.8,1723492.8,1780091.5,2074650.2
7647/600.4674mz/6.74min,462364.88,193246.33,329197.1,802215.75,443030.97,356386.6
7648/383.3263mz/6.74min,1092840.6,840654.75,1325328.9,1861911.9,1216076.8,1561929.1
7649/405.3082mz/6.74min,404724.28,537082.2,793823.0,1483251.6,676957.5,1165625.5
7652/272.258mz/6.78min,215757.72,207775.03,288596.88,246129.73,256154.33,277811.25
7653/286.2736mz/6.8min,503058.03,268125.38,370593.78,318645.7,229005.02,306743.06
7656/280.0651mz/6.79min,536364.1,567122.75,636239.44,575061.3,510842.1,546090.9
7659/546.3996mz/6.82min,381427.5,142147.03,181969.16,450866.66,267105.66,225592.52
7660/590.4257mz/6.82min,295633.03,136341.97,191187.98,418645.06,286058.2,240632.25
7665/163.0389mz/6.84min,254264.9,210969.27,464894.22,561556.8,363051.66,534476.94
7666/149.0233mz/6.84min,174919.42,129737.54,293101.34,342503.97,222297.06,320038.06
7667/385.2111mz/6.84min,39722.438,49756.023,192350.4,205304.06,95092.805,215422.5
7669/281.2471mz/6.83min,486518.7,249968.4,588072.94,34077.63,101669.516,152993.72
7671/242.2476mz/6.85min,613182.3,685119.2,869715.25,630620.9,582313.0,753175.2
7673/286.2737mz/6.85min,631511.3,402973.12,547277.9,523716.44,411378.72,548750.6
7675/339.3254mz/6.86min,484124.9,435030.12,551977.7,658891.94,576374.25,662058.7
